news,label
กรมอนามัยเตือน! ประชาชนในพื้นที่ซอยกิ่งแก้ว 21 ม.15 ต.บางพลีใหญ่ อ.บางพลี จ.สมุทรปราการ ควรสวมหน้ากากอนามัยเพื่อเลี่ยงการสูดดมกลิ่นควันไฟจากโรงงานโฟมระเบิดเนื่องจากเป็นสารเคมี สไตรีนโมโนเมอร์ ซึ่งเป็นสารอันตราย ต่อร่างกาย และเป็นสารก่อมะเร็ง,TRUE
เร่งคุมเพลิง เหตุโรงงานผลิตโฟมระเบิด-ไฟไหม้ ไปติดตามรายงานสดจากคุณไพจิตร ภานนท์ รายงานสด จากบริษัท หมิงตี้เคมีคอล จำกัด อ.บางพลี  จ.สมุทรปราการ ,TRUE
สำรวจความเสียหายบ้านเรือนใกล้โรงงานระเบิด ติดตามรายงานสดจากคุณภาณุพงศ์ สุรภาพ รายงานสดจากหมู่บ้านศุภาลัยวิลล์ ซอยกิ่งแก้ว 25/1,TRUE
ตูมสนั่น! ไฟไหม้โรงงานกิ่งแก้วเจ็บนับสิบ,TRUE
ไฟไหม้ระทึกเมืองโคราช ห้องแถววอด 13 คูหา ชาวบ้านหอบข้าวของวิ่งหนีวุ่น เผยต้นเพลิงจากเสาไฟฟ้าหน้าบ้าน,TRUE
ภาคตะวันออก มีฝนฟ้าคะนอง 70% ของพื้นที่ บริเวณนครนายก ปราจีนบุรี ระยอง จันทบุรี และตราด ภาคใต้ (ฝั่งตะวันออก) มีฝนฟ้าคะนอง 60% ของพื้นที่  มีฝนตกหนักบางแห่ง บริเวณเพชรบุรี ประจวบคีรีขันธ์ และชุมพร,TRUE
พยากรณ์อากาศ - 17 ก.ค. 64 ไทยยังคงมีฝนฟ้าคะนองในระยะนี้ เนื่องจากมรสุมตะวันตกเฉียงใต้ +หย่อมความกดอากาศต่ำแถวเวียดนาม 18 – 22 ก.ค. จะมีฝนเพิ่มขึ้น - ฝนตกหนักบางแห่ง ภาคเหนือฝนฟ้าคะนอง 60% ของพท. บริเวณแม่ฮ่องสอน เชียงใหม่ ลำพูน ลำปาง ตาก กำแพงเพชร พิษณุโลก เพชรบูรณ์ ,TRUE
พยากรณ์อากาศ 16 ก.ค. ประเทศไทยยังคงมีฝนตกต่อเนื่อง-ฝนตกหนักบางแห่งในบริเวณภาคกลาง ภาคตะวันออก 17 – 20 ก.ค. 64 ประเทศไทยมีฝนเพิ่มขึ้นและมีฝนตกหนักบางแห่ง สำหรับคลื่นลมบริเวณทะเลอันดามันมีกำลังปานกลาง,TRUE
อัปเดต #ไฟไหม้ลาดกระบัง - 6 ก.ค. 22.40 สถานการณ์ที่ลาดกระบังดีขึ้นตามลำดับนะครับ เหลือดับไฟที่เหลือให้สนิท (ดับถ่าน)  ดังนั้นสำหรับสถานการณ์ที่จุดนี้ก็สบายใจได้แล้วนะครับผม //ขอบคุณ จนท.-อาสาฯ ทุกนาย,TRUE
เพิ่มเติม - ลาดกระบังไม่มีแจ้งอพยพนะครับ ไม่มีตั้งแต่ต้น จนถึง ปัจจุบันครับ ย้ำ #ไฟไหม้ลาดกระบัง ไม่มีแจ้งอพยพ ครับผม,TRUE
อัปเดต #ไฟไหม้ลาดกระบัง - 6 ก.ค. 21.00 สถานการณ์ในขณะนี้ ยังเหลือไฟด้านในอาคารบางส่วน ยังคงฉีดน้ำควบคุมเพลิง โดยรวมสถานการณ์ดีขึ้นต่อเนื่อง,TRUE
ส่วนสถานการณ์ไฟไหม้นั้น ในตอนนี้ควบคุมเพลิงได้แล้ว แสงเพลิงลดลง เหลือบางจุด โดยรวมสถานการณ์ดีขึ้นแล้วนะครับ,TRUE
อัปเดต #ไฟไหม้ลาดกระบัง - 6 ก.ค. 20.30 กรณีที่มีข่าวว่า รง.ของ บ.ฟลอรอลแมนูแฟคเจอริ่งกรุ๊ป ตั้งอยู่บนแนวฝังท่อก๊าซปตทนั้น ตรวจสอบเบื้องต้นแล้ว ตัวโรงงานไม่ได้อยู่ในจุดที่ท่อก๊าซผ่านนะครับ (ห่างกันเป็นกิโลฯ อยู่) (บ.หมิงนี้ เคมิคอล ที่เกิดเหตุเมื่อวานี้ด้วยเช่นกัน),TRUE
สรุปเหตุ #ไฟไหม้ลาดกระบัง - 6 ก.ค. 19.50 ขณะนี้ ภาพรวม จนท. ล้อมเพลิงไว้ได้ทุกด้านแล้ว ไฟยังลุกอยู่ภายในตัวอาคาร และยังแรงอยู่ ไม่มีลุกลามเพิ่มเติม ตัวอาคารบิดตัวจากความร้อน จนท. จึงต้องฉีดน้ำจากด้านนอก ไม่เข้าพท.อาคาร โดยรวม ควบคุมได้,TRUE
จากเหตุการณ์ #โรงงานกิ่งแก้วไฟไหม้  ที่เกิดขึ้น ทำให้นายกสภาวิศวกร ได้ออกมาแสดงความคิดเห็นว่า ถึงเวลาเอา “ลูกระเบิด” ออกจากเขตชุมชน แนะปรับผังเมือง ล้อมเขตโรงงานอันตราย,TRUE
อัปเดต #โรงงานกิ่งแก้วไฟไหม้ 6 ก.ค. 13.00 ในพื้นที่โรงงานฯ ยังคงมีเจ้าหน้าที่ ปฏิบัติงานกันอย่างต่อเนื่อง ในการควบคุมไฟ ที่อาจจะปะทุขึ้นมาได้อีก เนื่องจากยังมีความร้อนสะสม และมีสารเคมีบางส่วนอาจจะยังตกค้างอยู่ใต้พื้น,TRUE
คลิปจากโดรนของสมาคมตอบโต้ภัยพิบัติ ประเทศไทย D.R.A.T ในเหตุ #โรงงานกิ่งแก้วไฟไหม้ นะครับ ซึ่งเมื่อคืนทางสมาคมก็นำโดรนติดตั้งกล้องความร้อนมาปฏิบัติงานร่วมด้วย ทำให้สามารถจนท. ทราบจุดที่เป็นวาล์ว และนำไปสู่การวางแผนเข้าปิดวาล์ว - ดับไฟได้ในที่สุด ,TRUE
อัปเดต #โรงงานกิ่งแก้วไฟไหม้ 6 ก.ค. 07.30 ควบคุมจุดที่เกิดการปะทุได้แล้วนะครับ เอาอยู่,TRUE
อัปเดต #โรงงานกิ่งแก้วไฟไหม้ 6 ก.ค. 07.00 มีการประทุขึ้นอีกครั้งหนึ่งนะครับ เป็นกลุ่มควันดำพุ่งขึ้นมา ขณะนี้ จนท. กำลังเข้าควบคุม,TRUE
อัปเดต #โรงงานกิ่งแก้วไฟไหม้ 6 ก.ค. 06.00 สถานการณ์ โดยรอบ ไฟดับไปแล้ว ไม่พบกลุ่มควัน และเปลวไฟ จนท. ยังคงเฝ้าระวังการปะทุขึ้นซ้ำ,TRUE
อัปเดต #โรงงานกิ่งแก้วไฟไหม้ 6 ก.ค. 04.10น. ยังมีไฟลุกไหม้บางจุด จนท.ควบคุมได้ แต่ยังคงเฝ้าระวังผลัดเปลี่ยนชุดทำงาน ฉีดโฟม+ประเมินสถานการณ์เพื่อความปลอดภัย,TRUE
"อัปเดต #โรงงานกิ่งแก้วไฟไหม้ 6 ก.ค. 03.40น. สอบถามหัวหน้าคนงาน ย้ำว่า ""ไม่มี ถังสารเคมีใต้ดิน""",TRUE
6 ก.ค.64 ช่วงเที่ยงคืน #ไฟไหม้พระพุทธบาท  [ย้ำว่า ไฟดับแล้วนะครับ] ไฟไหม้กองฟาง บริเวณโกดังเก่า ต.พุกร่าง อ.พระพุทธบาท จ.สระบุรี,TRUE
อัปเดต #โรงงานกิ่งแก้วไฟไหม้ 6 ก.ค. 02.25น. ฉีดไฟดับรอบแรก ต่อมาโฟมขยายตัวลง+อากาศแทรก+โครงสร้างเหล็กร้อนตัว+สารเคมีไวไฟ = ไฟไหม้อีกครั้ง ตอนนี้ระดมฉีดโฟมให้มีความหนาขึ้น,TRUE
อัปเดต #โรงงานกิ่งแก้วไฟไหม้ 5 ก.ค. 00.20น. เพลิงกลับมาลุกไหม้อีกครั้ง จนท.เตรียมเข้าปฎิบัติงาน,TRUE
อัปเดต #โรงงานกิ่งแก้วไฟไหม้ 5 ก.ค. 23.45 น. ปิดวาล์ว ไฟสงบลง ควบคุมสถานการณ์ได้แล้ว,TRUE
อัปเดต  #โรงงานกิ่งแก้วไฟไหม้  5 ก.ค. 23.00 หลังจากที่มีการใช้โดรนบินตรวจสอบ ค้นหาจุดที่เป็นวาล์ว ซึ่งพบจุดที่คาดว่าจะเป็นหัวจ่ายเปิดปิดวาล์วสารเคมี  ก็ได้มีการวางแผน ใช้รถน้ำฉีดโฟมเข้าไปเปิดทางให้จนท. เข้าไปปิดวาล์วดังกล่าว ซึ่งในขณะนี้ยังอยู่ในระหว่างการดำเนินการ,TRUE
"อัปเดต  #โรงงานกิ่งแก้วไฟไหม้  5 ก.ค. 22.00 ไฟโหมแรงขึ้น จนท. ประชุม ปรับแผน, บางส่วนถอน/พัก เนื่องจากลุยมาต่อเนื่องหลายชม. ยอดผู้บาดเจ็บในขณะนี้ 33 ราย ส่วนใหญ่ถูกเศษกระจก ของมีคมบาด / เสียชีวิต 1 ราย (จนท.ดับเพลิง)",TRUE
อัปเดต  #โรงงานกิ่งแก้วไฟไหม้  5 ก.ค. 21.20 จนท.ถอนกำลังออกมาอีกรอบหนึง เนื่องจากไฟโหมแรงขึ้นมาอีกครั้ง มีความพยายามเข้าไปปิดวาวล์ที่สารที่แตกรั่วด้านใด แต่ยังไม่ประสบความสำเร็จ เร่งลำเลียงโฟมเข้าหน้างานต่อเนื่องในขณะนี้,TRUE
อัปเดต  #โรงงานกิ่งแก้วไฟไหม้  5 ก.ค. 20.40 ยืนยัน พท.หลักในขณะนี้ ยังคงเป็นรัศมี 5  กม.จากจุดเกิดเหตุนะครับ ขออนุญาตใช้ภาพเก่านะครับ เนื่องจากข้อมูลยังไม่เปลี่ยนแปลง,TRUE
อัปเดต  #โรงงานกิ่งแก้วไฟไหม้  5 ก.ค. 20.20 จุดอพยพในขณะนี้ ที่ยังว่างอยู่ วัดบางพลีใหญ่กลาง รับเพิ่มได้อีก 50 คน  ร.ร.คลองบางกระบือ  รับเพิ่มได้ 128 คน วัดบางโฉลงนอก  รับเพิ่มได้ 100 คน วัดบางพลีใหญ่ รับเพิ่มได้ 100 คน,TRUE
อัปเดต  #โรงงานกิ่งแก้วไฟไหม้  5 ก.ค. 20.00 สาเหตุของการเกิดเพลิงไหม้ ในขณะนี้ ยังไม่สามารถระบุได้ ว่าเกิดจากสาเหตุใด ต้องรอจนท.พิสูจน์หลักฐานเข้าพท.ตรวจสอบก่อน เบื้องต้น พนง.  8 ราย ที่อยู่ในที่เกิดเหตุระบุว่า พบเห็นประกายไฟเกิดขึ้น ก่อนจะวิ่งออกมา และเกิดเหตุเพลิงไหม้ตามมา,TRUE
"อัปเดต  #โรงงานกิ่งแก้วไฟไหม้  5 ก.ค. 19.00 กรณี สารเคมี 5 แสนลิตรในบ่อใต้ดินนะครับ ทาง ปภ. ระบุว่าไม่ได้เป็นผู้ให้ข่าว ไม่ได้มีบ่อใต้ดิน เป็นการเก็บในถังบรรจุอยู่ภายในโรงงาน ยืนยันข้อมูลสารเคมี เพนเทน ประมาณ 60-70 ตัน สไตรีน โมโนเมอร์ ราว1,600 ตัน",TRUE
อัปเดต  #โรงงานกิ่งแก้วไฟไหม้  5 ก.ค. 18.20 สถานการณ์ไฟยังคงลุกอยู่เหมือนเดิม ฮ. ยังบินโปรยดับไฟ ซึ่งรอบหลัง ๆ เริ่มสามารถโปรยโฟมดับไฟได้แม่นยำขึ้น ระยะ 5 กม. จากจุดไฟไหม้ ยังคงเป็นเส้นรัศมีในการอพยพเช่นเดิม สารเคมี 5 แสนลิตรในบ่อใต้ดินไม่จริงนะครับ,TRUE
อัปเดต  #โรงงานกิ่งแก้วไฟไหม้  5 ก.ค. 17.00 ภาพการปฏิบัติงานของ ฮ. KA-32 ร่วมสนับสนุน โปรยโฟมดับไฟจากทางอากาศ ตั้งแต่ช่วงเวลาประมาณ 15.20 น. ที่ผ่านมา ซึ่งสถานการณ์ในขณะนี้ ไฟยังลุกไหม้สารเคมีอยู่เช่นเดิม,TRUE
อัปเดต #โรงงานกิ่งแก้วไฟไหม้ - 5 ก.ค. 15.50 ใช้ฮ. บินโปรยโฟมดับไฟยังไม่ได้ผล ปรับแผนใช้ เครื่องฉีดพ่นละอองน้ำ LUF-60 พ่นโฟมดับเพลิงเข้าไปแทน พร้อมให้ จนท.เข้าฉีดโฟมดับเพลิงที่ภาคพื้นดิน ซึ่งที่ผ่านมาใช้โฟมควบคุมเพลิงได้ดี,TRUE
อัปเดต #โรงงานกิ่งแก้วไฟไหม้ - 5 ก.ค. 15.15  ฮ. KA-32 ของปภ. เข้าโปรยโฟมดับเพลิงแล้วนะครับ แต่ยังไม่เป็นไปตามแผน เตรียมเข้ารอบ 2,TRUE
อัปเดต #โรงงานกิ่งแก้วไฟไหม้ - 5 ก.ค. 14.50  สถานการณ์ในขณะนี้ ยังมีไฟลุกไหม้อยู่ เป็นกลุ่มควันสีดำที่เราเห็นกัน ซึ่งเป็นการลุกไหม้สารเคมีในโรงงาน มีรายงานว่า สารเคมีไหลออกมา+ลุกไหม้บางส่วนแล้ว ดังนั้นความเสี่ยงต่อการระเบิดจึงมีโอกาสน้อยลงกว่าที่ผ่านมา,TRUE
อัปเดต #โรงงานกิ่งแก้วไฟไหม้ - 5 ก.ค. 13.40 ภาพความเสียหายจากแรงระเบิดเมื่อคืนที่ผ่านมา ที่วัดกิ่งแก้ว โดยส่วนใหญ่เป็นประตู หน้าต่างที่เป็นกระจก ถูกแรงอัดแตกหลายบาน ส่วนแรงสั่นสะเทือนทำให้กระเบื้องหลังคาได้รับความเสียหายอีกด้วย,TRUE
"อัปเดต #โรงงานกิ่งแก้วไฟไหม้ - 5 ก.ค. 13.30 ตอนนี้ไฟยังไหม้อยู่นะครับ  เป็นการควบคุมไม่ให้ลุกลามออกนอกบริเวณ การดับไฟ จำเป็นต้องใช้โฟมดับไฟ ฮ. บินสำรวจแนวโปรบโฟมดับเพลิง, ทิศทางลมแล้ว",TRUE
อัปเดต #โรงงานกิ่งแก้วไฟไหม้ - 5 ก.ค. 13.10 ตรงบริเวณชุมมชนวัดกิ่งแก้ว ซึ่งในขณะนี้ ปชช. ส่วนใหญ่อพยพออกนอกพท.แล้ว,TRUE
อัปเดต #โรงงานกิ่งแก้วไฟไหม้ - 5 ก.ค. 12.30 แจ้งย้ำ ผู้ที่อยู่ในพท.ใกล้เคียง แนะนำหากไม่มีความจำเป็นใดๆ ควรอพยพออกมา สถานการณ์ล่าสุด จนท. กำลังถอยออกมาตั้งหลักใหม่,TRUE
อัปเดต #โรงงานกิ่งแก้วไฟไหม้ - 5 ก.ค. 12.15 ยืนยัน มีจนท.เสียชีวิตจากการถูกไฟคลอก 1 ราย รอยืนยันตัวบุคคล-สังกัด //แก้ไขคำผิด,TRUE
อัปเดต #โรงงานกิ่งแก้วไฟไหม้ - 5 ก.ค. 12.00 หลังจากมีการนำโฟมดับไฟเข้าไปใช้งานก็สถานการณ์เริ่มดีขึ้นบ้าง ซึ่งในขณะนี้มีรายงานเบื้องต้นว่า โฟมไม่พอ ไฟโหมแรงขึ้น ทำให้จนท. บางส่วนต้องถอยออกมา มีรายงานจนท.ได้รับบาดเจ็บ 4 นาย,TRUE
อัปเดต #โรงงานกิ่งแก้วไฟไหม้ - 5 ก.ค. 11.35 สรุปรายงานล่าสุด มีบ้านเรือนเสียหายแล้วอย่างน้อย 70 หลังคาเรือน รถยนต์อย่างน้อย 15 คัน ปชช.บาดเจ็บ 15 ราย / จนท.อาสาฯ 5 ราย รง.ที่เกิดเหตุได้รับความเสียหายทั้งหมด,TRUE
อัปเดต #โรงงานกิ่งแก้วไฟไหม้ - 5 ก.ค. 11.22 จนท.ดับเพลิงยังคงฉีดน้ำ กันเพลิงลุกลาม/ลดความร้อนในพท. โฟมดับเพลิงเข้าพท.แล้วเตรียมพร้อมผสมใช้งาน ฮ. KA-32 ของปภ. Take-off มาแล้ว,TRUE
อัปเดต #โรงงานกิ่งแก้วไฟไหม้ - 5 ก.ค. 11.00 จากปากซอยกิ่งแก้ว 21 ในขณะนี้ยังควันไฟพุ่งขึ้นมาต่อเนื่อง,TRUE
แจ้งประชาสัมพันธุ์ #โรงงานกิ่งแก้วไฟไหม้ ขอเคลียร์เส้นทาง / เปิดทาง รถดับเพลง-รถบรรทุกน้ำเข้าพท. ด้วยนะครับ,TRUE
อัปเดต #โรงงานกิ่งแก้วไฟไหม้ - 5 ก.ค. 10.45 มีส่งจนท.เข้าพท.ควบคุมเพลิงอีกครั้ง พร้อมรถดับเพลิงชนิดหอน้ำ สูง 37 ม. เข้าควบคุมเพลิง พร้อมรถบรรทุกน้ำดับเพลิง เฮลิคอปเตอร์ KA-32  ของปภ. จะโปรยน้ำดับเพลิงทางอากาศเพิ่ม จนท. กู้ภัยจะนำรถเข้าอพยพ ปชช. เพิ่ม,TRUE
"อัปเดต #โรงงานกิ่งแก้วไฟไหม้ - 5 ก.ค. 10.25 รายงานเบื้องต้น จากเมื่อช่วง 03.00 น. มีผู้บาดเจ็บ 10 ราย อาการสาหัส 2 ราย ผู้บาดเจ็บเกิดจากเเรงสั่นสะเทือนทำให้กระจกแตก/บาด, สิ่งของหล่นใส่ เป็นส่วนใหญ่ บ้านเรือนในรัศมี 1-2 กม. ได้รับความเสียหายจำนวนมาก",TRUE
อัปเดต #โรงงานกิ่งแก้วไฟไหม้ - 5 ก.ค. 10.20 สำหรับสถานการณ์ในขณะนี้ ยังคงมีควันพุ่งขึ้นมาจากบริเวณรง.ที่เกิดเหตุต่อเนื่อง ซึ่งจากรายงานไฟยังไม่ดับที่ 100% ,TRUE
อัปเดต #โรงงานกิ่งแก้วไฟไหม้ - 5 ก.ค. 09.55 สำหรับปชช. ในละแวกใกล้เคียง รง.ที่เกิดเหตุ สามารถไปที่จุดวัดกิ่งแก้ว (ชั่วคราว) เพื่อพักคอย/นัดพบ/รอส่งต่อ ไปยังจุดอพยพ 2 จุด คือ  รร.เตรียมปริญญานุสรณ์  อบต.บางพลีใหญ่,TRUE
อัปเดต #โรงงานกิ่งแก้วไฟไหม้ - 5 ก.ค. 09.30 รพ.จุฬารัตน์ 9 เริ่มอพยพผู้ป่วยออกนอกพท.แล้ว แจ้งปชช. ช่วยเปิดทาง รถพยาบาลด้วยนะครับ ฝากแจ้ง/ประสานงาน จนท. เคลียร์เส้นทางอพยพออกนอกพท.,TRUE
ไฟไหม้ตอน 03.00 น. จนท.เข้าพท.ที่ควบคุมเพลิงในจุดเกิดเหตุได้แล้วบางส่วน แต่เนื่องจากไฟลุกลามไปยังถังสารเคมีใกล้เคียงเพิ่ม / ความร้อนสะสม จึงจำเป็นต้องยกระดับเพิ่มเติมครับ,TRUE
อัปเดต #โรงงานกิ่งแก้วไฟไหม้ - 5 ก.ค. 09.00 ผู้ว่าฯ แจ้งประสานงานขอสนับสนุนเฮลิคอปเตอร์บรรทุกน้ำเข้าควบคุมเพลิงแล้ว,TRUE
เพิ่มเติม - เนื่องจากควันที่เกิดขึ้นจากไฟไหม้ มีอันตราย ควรใส่หน้ากากป้องกันไว้ด้วยเท่าที่หาได้ มีN95 ก็ใช้ตัวนั้นครับ ถ้าไม่มีใช้ผ้าชุบน้ำบิดหมาดๆ ปิดปากปิดจมูกไว้แทนได้ครับ,TRUE
"Q: ไฟไหม้ตั้งแต่ตีสาม ทำไมเพิ่งประกาศอพยพ
A: เหตุก่อนหน้า มีไฟไหม้ - ระเบิด เกิดขึ้น จนท.เข้าควบคุมเพลิงได้ส่วนหนึ่ง แต่สถานการณ์ยังไม่คลี่คลาย เนื่องจากมีถังเก็บขนาด 2หมื่นลิตร ที่อยู่ใกล้เคียง ได้รับความร้อนต่อเนื่อง จึงจำเป็นต้องป้องกันเหตุซ้ำ",TRUE
(รับแจ้ง-ประสานงาน) ปชช.ติดค้างอยู่ในซอยด้านหลัง #โรงงานกิ่งแก้วไฟไหม้ ในซอยกิ่งแก้ว 21 ,TRUE
เหตุ #โรงงานกิ่งแก้วไฟไหม้ - 5 ก.ค. 08.30 ยืนยันคำสั่งอพยพ นายอำเภอบางพลีสั่งอพยพ ประชาชนในระยะรัศมี 5 กิโลเมตร จากจุดเกิดเหตุบริเวณซอยกิ่งแก้ว 21 ซึ่งในขณะนี้ มีคำสั่งเพิ่มเติมให้ ทีมกู้ภัยถอนกำลังและดำเนินการแจ้ง ปชช. ในพื้นที่ให้อพยพ,TRUE
เริ่มขนย้ายสารเคมีหมิงตี้ กำจัดนิคมฯ บางปู คาดใช้เวลา 5 วัน ,TRUE
"""สุริยะ"" คาดกู้สารสไตรีน 1 พันตันจบ 1-2 วันเบรก ""หมิงตี้"" ผุดที่เดิม",TRUE
กรมควบคุมมลพิษ ฉีดสารดับเพลิงโฟม เปลี่ยนสภาพสไตรีนไม่ให้ติดไฟ - ปะทุซ้ำ ,TRUE
ผู้ว่าฯสมุทรปราการ อนุญาตให้ผู้ที่อพยพออกจากพื้นที่ใกล้จุดเพลิงไหม้โรงงานอุตสาหกรรมในซอยกิ่งแก้ว 21 กลับเข้าพื้นที่ ได้ใน 5 โมงเย็นวันนี้ ยกเว้นพื้นที่รัศมี 1 กม.ใกล้จุดเกิดเหตุยังคงเป็นพื้นที่ควบคุม,TRUE
วันนี้ (7 ก.ค.64) ประกาศจากผู้ว่าราชการจังหวัดสมุทรปราการ ให้ประชาชนที่อยู่ในพื้นที่รัศมีระยะ 2-5 กม.จากโรงงานหมิงตี้ กลับบ้านได้ หลังเวลา 17.00 น. ส่วนพื้นที่ระยะ 1 กม. ยังคงเป็นพื้นที่ควบคุม ,TRUE
คุมเพลิงได้แล้ว ไฟไหม้โรงงานนิคมฯ ลาดกระบัง ,TRUE
ถอดบทเรียนจากภารกิจกู้ภัยเหตุโรงงานระเบิด-ไฟไหม้ ย่านกิ่งแก้ว จ.สมุทรปราการ ,TRUE
เวลา 21.00 น. ศูนย์วิทยุพระราม199 รายงาน เหตุเพลิงไหม้บริษัท ฟลอรอลแมนูแฟคเจอริ่งกรุ๊ป ภายในนิคมอุตสาหกรรมลาดกระบัง โซน 3 ขณะนี้เพลิงสงบ รายละเอียดเพิ่มเติมอยู่ระหว่างการตรวจสอบ ,TRUE
20.50 น. ร.ต.อ.พงศกร ขวัญเมือง โฆษก กทม. เปิดเผยว่า เจ้าหน้าที่ควบคุมเพลิงไหม้อาคารโกดังน้ำหอม ได้แล้ว 90% โดยเจ้าหน้าที่ป้องกันและบรรเทาสาธารณภัย ตรวจสอบเบื้องต้นพบว่า โครงสร้างของอาคารยังแข็งแรง ไม่พบรอยร้าวในอาคาร แต่ยังเหลือกลุ่มควัน จึงต้องเฝ้าระวังเหตุการณ์ ,TRUE
